created_at,full_text,year
2024-06-01,@was8dua @was_it_over Mulai rasis gini kan. Pilih-pilih.,2024
2024-06-01,@jdoeei93u3djsl @tanyakanrl India gw tau UK dan prancis rasis sampe bakar masjid? Coba liat imigran muslim disana ngapain? Ada sebab ada akibat. Di Indonesia juga sama aja sebenarnya cuma tertutup krn yg ngelakuin segelintir muslim,2024
2024-02-25,@farrrrrrrrraway Wkwkw,2024
2024-03-26,@ayamcantip keliatan jawir nya sih,2024
2024-01-11,@orenjilemonadee maunya apa?,2024
2024-01-11,@Haqqul_ @MorphoMenelausX @mohmahfudmd Waktu debat kedua dia bilang Hei Jawir! Lu pikir siapa yang ada di bayangannya? Ya Arima Kana!,2024
2024-02-06,Ga ada bedanya lah tua atau muda. Gua kira yg tua aja yg harusnya di basmi. Kayanya yg muda juga kudu dilibas habis.,2024
2024-05-30,@StonedOnQat yahh sebenere sama kaya yutuber indo yg dapet cewe bule,2024
2024-05-31,semi negro,2024
2024-03-20,@advzise bangun sendiri bisa,2024
2024-02-04,kalo dipikir2 yaAllah aku bisa loh nyakitin hati orang lewat omongan. tp baru dibatin aja aku dulu yg ngerasain sakit,2024
2024-02-10,@urfavocaaa Nyari semak semak yg aman kah maniz ?,2024
2024-01-27,Kemenangan di depan mata,2024
2024-02-29,apakah kalian cowok jawir,2024
2024-03-30,@hanihae46_ @kdrama_menfess Lah iya baru sadar,2024
2024-05-31,Fawkkk!,2024
2024-03-28,@slytherlisa Lagi minggu ga puasa banh :sedih_jawir:,2024
2024-02-16,@Rico56930886 @RimungAulia05 Jawir,2024
2024-02-02,Yuk yang mau tukeran kode GA54GWK5KN,2024
2024-03-23,@nutellaoreyo setengah jamet setengah jawir,2024
2024-01-21,UANG maha membolak-balikan hati manusia. https://t.co/KN9QCQqYJh,2024
2024-03-27,@alexzor_ Sumpah gw sering gitu sekrang pas dulu harus wajib ngasih tau alhasil kalo jam 9 malem gw belum balik langsung di samperin dan itu annoying banget,2024
2024-02-04,Anying udah eneg nonton mukanya?,2024
2024-06-02,@_KSWO0 @mingyuovt Sabar ya kalo kesannya kita rasis. Krn memang,2024
2024-03-25,@urfavocaaa Klo susunya uht ngga batal,2024
2024-06-02,ada setujunya juga soalnya kalo ga ada fans fomo ga bakalan se hype ini timnas lagian itu yg teriak fomo2 doang udh kontribusi apasihhh kek alay bett yg penting kaga ngerugiin elo aja yg fomo jgn sampe hujat sana sini kalo ga sesuai harapan dan tidak lupa jgn rasis ya gais ya,2024
2024-04-28,jawir kemayu https://t.co/zfB0TmvzFw,2024
2024-04-28,@sapikucingg @unnesmenfess Namanya Sodikun.,2024
2024-04-27,@gilabola_ina hdeh jawir,2024
2024-02-09,@CErine_JKT48 Siangg masih dong,2024
2024-03-24,@cookiespdf @bitchyaahh aku sayang jawir,2024
2024-03-30,gila kangen bgt sm jawir,2024
2024-02-27,@sbyfess Emot ketawa aja,2024
2024-02-26,omg jawir,2024
2024-02-02,Workout tu yg susah emang konsistenya gw yg dah mau 4 taun aja masi segini yg make steroid aja juga harus latian keras buat bentuk badan https://t.co/uf4l4bhNKH,2024
2024-01-25,@soyalovz oke ditunggu ya bangg,2024
2024-03-28,@kdrama_menfess Eh mereka emg satu peroject di weak hero?,2024
2024-02-25,@chiki2024 @unnesmenfess Kalau kamu bisa itung2 si bakal tau bedanya.,2024
2024-02-25,Wkwkwk,2024
2024-02-08,@noisefield_ @idextratime Lucu lu Jawir,2024
2024-05-03,Bejat Gadis 13 Tahun Digilir 8 Remaja di Kosan Usai Dicekok Miras di Sukabumi https://t.co/uKqQ3lrjtU #GadisdiBawahUmur #pencabulangadisdibawahumur #pencabulandikosan #anakkorbanpencabulan #Sukabumi,2024
2024-01-21,@Khoryana_p Namnya juga salah,2024
2024-02-08,@faishal_iqbal @unnesmenfess TPS 013 ga?,2024
2024-01-26,$1400 coyyy tidurnya terlalu miring anying https://t.co/RVRaGWrC8i,2024
2024-01-15,@yakurss - kopi tumpah - selfie jawir - hp gelosor - salmon fixie - frameset brainless,2024
2024-03-20,@sosmedkeras Hari ini hari yg paling ga bahagia di kalenderku.,2024
2024-06-02,@tanyakanrl padahal si fuji cantik bgt. aneh bgt indo masih banyak yg normalisasikan rasis apalagi jokes laki yg bawa bawa n word wkwkw,2024
2024-02-26,@hell0thanatos Larii ada jawir (yg belakang),2024
2024-03-27,@janfllow @cybfess Kalingga,2024
2024-06-02,Nigga pulled a 'mpenzi leo naenda safari safari na ni ya mbali' on us,2024
2024-01-10,@A_FionyJKT48 Msh Bloman dri kemaren nyonya,2024
2024-01-04,@rmcherrie Iya iyaaaaa iyaaaaaaaaaaaa,2024
2024-02-27,@unnesmenfess Ga dulu Nder dapetnya pengalaman buruk terus..,2024
2024-03-19,si jojo jawir bgt,2024
2024-01-05,@pompomfess tim danil + bronya + yukong e6 + sustain setau ku paling tinggi damagenya. cuman rotasinya harus strict sama speednya harus diaturin gitu :D,2024
2024-01-19,@exu_bbh @unnesmenfess Kelas tes iya keknya pelatihannya yg bayar 200/300 gt,2024
2024-06-02,@theyluvseynabou @amoreexkenn Nahfr,2024
2024-06-01,@lavielvndrx @tanyakanrl Gue bukannya rasis Seperempat detik kemudian ngomong kalimat rasis. Jancookkk,2024
2024-06-01,kangen syuting tp males ngeditnya oiya tonton short movie ku smt kemaren dong gengs basa jawir tp ad subny tenang aja https://t.co/8HSDxR9yhi https://t.co/ig0CqzvKA1,2024
2024-05-31,semi negro,2024
2024-05-27,@Nachia_JKT48 @CErine_JKT48 @Nala_JKT48 Emang sampean kaya bule,2024
2024-06-02,Orang Indo kalo tau ada warga sesamanya pacaran sama bule LN pasti pemikirannya lgsng ke 18+ dan mau karna duitnya aja. Padahal kan bule yg missquen juga ada. Banyak. Yang ada u yg diduitin sama deseu. Depends u akan dipertemukan dengan yang model kaya apa aja.,2024
2024-06-01,@usrnamess @IniJamalllll Mereka dari kecil diajarkan untuk sentimen kekaum dan kebangsaan kah? Soalnya sering banget gue liat Jawir blablaa Cina blablaba,2024
2024-06-01,@integrawrl iya makanya aku kadang ngehindar kalo jawir udah mulai tanya tanya rumah langsung pura pura ada urusan,2024
2024-06-01,@CuriosidadesPRL Prenderam o salah,2024
2024-01-17,Cuma sm jawir doang ini malem2 gini diajakin review bacaan2 solat,2024
2024-01-29,@Erine_JKT48 Yukyuk cantiknyaa,2024
2024-01-11,Wkwkwkwkkwkwkwkwk,2024
2024-01-25,Kerandoman pagi ini ada ibu-ibu di tempat umum nyetel KICAU MANIA di youtube volume hp kenceng bener Ameh nyeteti sopo to bu,2024
2024-02-27,@discountfess Ada ga si 1k? Pelayanan apa penanganan? Soalnya tadi pas ganti bank Bru ada 2k,2024
2024-05-03,@jawir_solo Heleh ganti antena parabola kae lhoo,2024
2024-02-14,@ursnackgurl tumben belum tidur luwh,2024
2024-02-19,@niarukia @Yohaneshtg @txtdrjo @PolJokesID Tapi anda sendiri setuju kalau terawan jadi menteri lagi sedangkan sepak terjang beliau sangat buruk sampai dipecat IDI https://t.co/jzrh5B6zvf,2024
2024-02-25,@SonyAndrio @fajarrusalem @Jerseyforum @labiebsadat MAU yg L wkkwkw,2024
2024-02-29,@FOODFESS2 Di smg ada di mana ya,2024
2024-02-01,@isrydd @unnesmenfess Awal mulanya gmn dah? Problematik soal apa? Btw ketoprak nya enak dan dia suka pamer pake kacang mete,2024
2024-06-02,nahh terus dia gak ragu juga kan buat keluarin orang jadi moderator gara2 orangnya itu rasis... dia juga beneran hati2 kalo main game ada unsur agamanya he's my role model,2024
2024-03-30,Onigiri khas jawir lurr https://t.co/WjdIrUJMUn,2024
2024-03-30,@itshazardlamp Mamah gasuka barang2 kek gitu ii,2024
2024-03-21,Lah kita malah kebalikan ya muka lokal jawir x kuah pempek malah diajak english sama waiter @snowflakinaway,2024
2024-02-24,@unnesmenfess Ada kontaknya ga Nder?,2024
2024-03-17,The real jawir Jawi suriname,2024
2024-03-17,@noni9104 @unnesmenfess Nitip ke kakamu dong nder,2024
2024-02-22,@junedhidtler @lesmbaran @tanyakanrl Emg artinya apa?,2024
2024-02-20,nunun sm jawir pdktin orang lucu banget sih.,2024
2024-01-20,buyutku mbe mbahku kenek rayuan mas mas jawir,2024
2024-02-26,@yourquens Luwh mau yang mana dulu jawir indo Inggris jepun?,2024
2024-06-02,tapi tak mintak jugak nak bising camni. aku tau kalau family aku buat hal nanti netizen salahkan dorg ckp rasis la bende. Tak. Kenapa temple betul betul depan rumah. Non stop bodo sampai 12 malam. Tolong la tolong tolongggggggff,2024
2024-03-27,@snbtfess KAK MAWW,2024
2024-01-29,Hutao shimenawa masih jalan kah?,2024
2024-02-24,@adrzoldyck @ndesfa_ HAHAHAHAHAHA GUA KETAWA KENCENG BAT LE,2024
2024-02-04,@unnesmenfess Tbh kalau aku tetep gas aja dipake nya di baju soalnya.,2024
2024-01-11,@raka_aufar @queseraswera @abigailimuriaa Tiati kamu kena tebas far,2024
2024-02-03,@unnesmenfess Yah intinya mah bahan pokok lagi naik neng.,2024
2024-03-24,@aurigaohh 500 perak? Gw beli,2024
2024-03-22,@sabtuv @basemole Mau join kak,2024
2024-01-18,@pandji Keknya mereka pikir mumpung ada kesempatan buat ngeledekin boss botak yg menyebalkan,2024
2024-06-01,Cuma mas² jawir elek kalo ndak ae bapakeee...,2024
2024-06-02,@bungsuram Wonogirinya mana,2024
2024-06-01,@kompascom Kita butuh lebih banyak bule seperti ini di balidaripada turis lokal mending bule kaya gini @ngurahsaka,2024
2024-02-14,tolong ajarin aku lagu jawir @rosecarmine_,2024
2024-02-28,@idholahoo @DeliaAprilina @aphroditepiee @maspandam @gibran_tweet Mending dukung teroris yang berjuang pertahanin negaranya daripada dukung jawir fasis kek elu. bocah fb kntol,2024
2024-03-19,@never_alonely ustad jawir aneh2 ya.. gus gus gus aguuuus,2024
2024-03-31,@RedSugarPie @imacatluv @banglasiapondan @Deviltengil @giveawaykantry @malaydeshh @iLevanss @dmx_fan11 @Kurakirikanan95 @dhianadia_razak Masa kalian sersng Malaysia tak pikir pulak pasal Muslim dan Islam ya?,2024
2024-02-18,@brokenlibraa jawir tapi bisa sunda gmn ceritanya,2024
2024-03-26,@unnesmenfess Tenggorokan aman?,2024
2024-01-06,Moga aja danil kalo ga otto rerun kalo masih lama mah all in mommy kafka,2024
2024-02-26,@beerdirisendiri iyaa sih tp dah pw awoakwkkw,2024
2024-02-19,@farrrrrrrrraway Bawah kiri,2024
2024-02-02,Dah merasa gede ni badan di push terus tapi males buat buat cutting bisa ngga sih kadar lemak turun tanpa defisit kalori,2024
2024-03-15,cowir bukan cowo jawir tapi cowo icikiwir wkwk https://t.co/u4JXg11kMH,2024
2024-02-17,@mestyariotedjo Dari kecil Malu sama panikan aja kalo aku Kalo takut cuma takut setan sama gelap lainnya ngga.,2024
2024-03-30,@queseraswera ga pernah mabar males,2024
2024-06-01,Rasis,2024
2024-03-16,@_saayangnyakamu jawa x jawa = jawir,2024
2024-06-02,Kunyarara hedu but chibaddie nehu nigga hwekubatira padenga tinoonera hedu .,2024
2024-02-14,JANGAN LUPA BERSYUKUR. Mau nyalahin jangan cuma nyalahin PRESIDEN doang bos apa yang di lakukan jokowi bagus loh saya tinggal di desa di pinggiran alhamdulillah selama kepemimpinan beliau dari jalan listrik internet lebih baik. Belum lagi bantuan semacam BPJS. Dll kami dapt,2024
2024-03-24,@howtodresvvell Kasian netijen2 jawir yg ngarep memek sok supportif,2024
2024-02-23,Mahfud M nya Mewing,2024
2024-01-03,@trynafindlip MEMANGGGG,2024
2024-02-29,@ceyamou Owalah jawir cina yh,2024
2024-06-01,@TahitiForlife Birmingham,2024
2024-03-20,@Noturbae09 kulit jawir asli,2024
2024-03-30,@proclaro_lover Twit2 pemecah belah bangsat nice try jawir wkwkw,2024
2024-03-22,@unnesmenfess Aku sering gt janji hari sekian tapi ga diambil yaudah ta anggap batal terus ta kasi ke yg lain. Ga marah si yaudah berarti belum rezeki.,2024
2024-05-03,@kortugi_ngetwit BABIKKKK dicoret2 pake pena tu mulut apa gaaaa?,2024
2024-05-04,#zoanuang Nyari privat perplexity YANG READY STOK atau GAK KOSONG STOKNYA.,2024
2024-03-27,@NickoOkta05 Jagoan di cht doang,2024
2024-01-16,@convomfs Lovlang ibu masak masakan yg dipuji enak anaknya.,2024
2024-02-04,@striopp_ @unnesmenfess Mana si ini? Apa gado2 pake kangkung?,2024
2024-03-28,@_ilyeri @urnolan @tanyakanrl Wkwkwkw apasih jawir,2024
2024-03-14,lu egk bisa memisahkan jawir dengan ajuy dalam satu kalimat,2024
2024-02-14,@trynafindlip iya maneh kan orang juga,2024
2024-03-27,@janfllow @cybfess kmu tuh yaa,2024
2024-02-22,@teermungil Punyaku jawir semua wkwkw,2024
2024-02-07,@hestipsptsr Itu keknya nipu deh ka nipu seakan kk punya tagihan nanti suruh klik linknya,2024
2024-02-27,@unnesmenfess Jadilah baik Nder. Jgn egois. Semua itu take n give.,2024
2024-03-25,jawir https://t.co/hQNdiwHrDw,2024
2024-04-28,@hi___dan @tanyarlfes Gembul peyut,2024
2024-02-20,jawir rahayuk bikin haox mlu..banyak murtadin di jawa sana dia ga peduli,2024
2024-01-21,@CErine_JKT48 Kamu jga istirahat ya,2024
2024-02-20,@unnesmenfess Sama. apalagi kalau dapat revisi skripsi maupun kerjaan bawaannya lemes bgt mual pusing tersakiti bangetttt kenapasihhh? Kenapa ga terima aja gausah revisi2an,2024
2024-02-02,Damn bocil sekarang bnyk yg namanya ada zi nya seneng aku dah bnyk temennya Jaman ku kecil-remaja dulu mayan sering dikomen kok namamu aneh namamu asing bener di kuping Yg paling anjing muka jawa aja namanya bule banget tak jwb lha aku kristen og ngopo?,2024
2024-01-25,Kamu mam rujak pake sumpit gak wir jawir? https://t.co/QbYhMvbxpK,2024
2024-02-11,@moonfairyss makan apa ngopi,2024
2024-06-02,@arsipmim Rasis luar negeri: Nigga! https://t.co/JoUSmTyoio,2024
2024-02-13,Wihh seranganya dah mulai masuk mayan,2024
2024-02-27,@jawir_ncuk Kurus tu diliat dari angka apa bentuknya si? Segini mah berisi uy,2024
2024-02-28,pingin nang malang tapi kt lapo,2024
2024-03-21,Gunung pati dingin banget anjir,2024
2024-02-26,@rapipebbb @Rorikalishaa anjeng jawir idenya,2024
2024-02-21,anak ahensi pejabat pokoknya orang2 di Jkt ini juga banyak yang logatnya jawir tapi jarang dikomentarin karena logatnya. giliran yang sunda sering dikomentarin logatnya sunda,2024
2024-02-06,@gevvv4u eluh jawir,2024
2024-01-28,Ntar kalo ngga dipakek lama keluar sarang laba-labanya,2024
2024-01-26,@unnesmenfess Sepatu Olga mau UK brpa ya?,2024
2024-02-12,@AhmafHanif putih gitu lu bilang jawir,2024
2024-03-29,Silahkan tuan https://t.co/CyFhXvvWOx,2024
2024-06-01,@Andysanchez8 Negro hp,2024
2024-01-26,Crypto scam cuy mending ngaduk aslina https://t.co/eoxc1QUtfb,2024
2024-02-25,Film anjing kirain bakal full komedi ternyata isinya bikin nangis tae,2024
2024-03-17,@saidiman Bosen Jawir Mulu,2024
2024-05-03,@itqonharahap jawir,2024
2024-02-27,@aniesbaswedan @idextratime @aniesbubble pantesan pak anis sering kebanting. KEBANTING HASIL VOTING PILPRES WKWKWKWKWK,2024
2024-01-31,@MbahAryoS059 @yuzrijal @Penak_Nyimak27 @makanbolaID goblok jawir,2024
2024-02-27,@mx00711 @PaijoKhentir Si paijo wajahnya jawir lah dekil..idung pesek bau lagi..ciee..masa ama temen maho sendiri ga apal..loe mah apalnya cmn ama si @bnsphrxyzzz doang..mentang2 udh bo dia..,2024
2024-05-04,@alveoIate kupat tahu jawir xixixi,2024
2024-05-03,@simfonny_ Ikuttt,2024
2024-03-15,@satcurns ngohey jin meh turu sek. ngko bengi neh yoo,2024
2024-01-19,@UGM_FESS Ngelobby lah masa lwat seleksi.,2024
2024-02-20,@SmgMenfess2 Wani tapi take away wkwk,2024
2024-06-01,@pryghndr @kochenk_oyenn @JavaMaukar @gruusomeflower @bintangemon bukan aku cma ga suka org rasis.,2024
2024-03-19,@gadisssmelayu @Glowlabsid buat jawir bisa apa,2024
2024-05-04,@ttatatertib jawir bukan sembarang jawirr,2024
2024-03-18,@unnesmenfess Kalau setinganmu indo ada tulisan 'sedang dalam panggilan lain',2024
2024-02-23,@Hilmi28 bang emang gak mau ngajak orang random gtu misal saya kan hihi,2024
2024-03-28,@0AnggyWe Triakan jawir ngawi,2024
2024-06-02,gaboleh rasis kak,2024
2024-06-02,@BataviaRegion @pe_ndi @SammiSoh Orang Sunda gak ada ya pastinya karena orang Sunda bukan tipe invasif. Malah di tanah Sunda banyak pendatang mencari rezeki dan orang sunda mah legowo gak pernah rasis. Slalu welcome kepada siapapun asal jangan pernah ngusik aja. Ajaran leluhur Pasundan bukan tipe haus kekuasaan.,2024
2024-02-28,@convomfs Pdhl aku jawir,2024
2024-05-03,@tanyakanrl dikatain egois ama netijen padahal emg iy. dia emg jago tapi dia egois ingat kata Pak Erick Thohir kita bermain sebagai sebuah tim bukan individu .,2024
2024-02-25,@urfavocaaa Halah,2024
2024-02-09,menonton debat presidensil taiwan lagi &amp; WAH gila civil bgt yak....unggah ungguh taiwan melebihi unggah ungguh jawir,2024
2024-01-11,@woongiiiiiiii jawir lu mah anjir,2024
2024-06-02,@bloodoflove88 Masih aman terkendali belum laku diculik boty,2024
2024-06-01,@mithika_Linturi Unapima wakenya ujinga? Mta duu what attitude. Nothing last forever.,2024
2024-06-02,@Setiadi_Tutuy05 @Persija_Jkt Pemilu udeh kelar salah alamat lu komen dimari. Jange jawir ngentot,2024
2024-03-20,j in jooyeon stands for JAWIR CUYYYYYY,2024
2024-03-28,@astarandra @wirabastara @ofIudex ㅤㅤ ㅤ𝗪𝗛𝗔𝗧𝗦𝗔𝗣𝗣 De Ramez Jawir jp3 Mamat cina Gestara FM : LIFE UPDATE BROOOOO. : mana life update you? : kalo si mamat mah jangan diharepin dah jam segini pasti molor. 𝘴𝘦𝘯𝘥. ㅤㅤ,2024
2024-02-06,@unnesmenfess Bisa aja kalau dua2nya saling menanggapi. Cewe juga bisa kok dg catatan keduanya saling menanggapi. Kalau berat sebelah y g kn connect.,2024
2024-02-24,@pengantiin Hi jawir,2024
2024-01-28,@windhabatusauda Nasib cina jawir emang begitu biasanya,2024
2024-03-14,@BaggedRam @souprates_ @memefess Berarti klo selatan Jateng meskipun orang nya normal udh pasti jawir gitu?,2024
2024-02-23,Mau aku apain coba dulur kalau udah pada nerima amplop semua buat tutup mata. Yakali aku gerilya sendiri lobby ke atas kalau belain yang bawah juga walaupun menang hasilnya nggak signifikan.,2024
2024-02-10,@marissaputri @aniesbaswedan Tapi kalau buruh nggak lolos threshold 4% suara di DPRD nggak ngaruh. Soalnya untuk pemilu 2024 ini harus lolos threshold dulu baru bisa diperhitungkan suaranya.,2024
2024-02-09,@kambbott nyadar babi,2024
2024-05-04,@cahyosetiadi @anonjawa Ironis emang si anon jawir. Sok paling kekinian tapi definisi fatherless aja masih ora dong,2024
2024-06-01,Wowowoowowowowoow ARP,2024
2024-03-29,bonus thrist trap aiku jawir,2024
2024-03-14,@convomfs Yaaa egonya terluka wkwk,2024
2024-02-28,@seringlelah jawir gitulah wkwk,2024
2024-02-29,@AndyHuskyyy Aku yang orang desa malah pengen tinggal di komplek yang full chindo jawir sendiri boss akaoakwokakwwok,2024
2024-02-16,@SugrRsh Lha kon iso tak gak ?,2024
2024-03-29,@geloraco Kan nnt mah di tunjuk sama presiden... Bisa di atur lah....,2024
2024-05-03,@rekuiboiii Wir jawir,2024
2024-03-31,@SP_IndiraJKT48 Blom tidur kaah??,2024
2024-02-18,@pwretierr jawir,2024
2024-01-25,@memelord_666666 Yang tengah kurang 1 NEPOTISME,2024
2024-02-09,@hwztmf @oficialfrasees Kasian bang harus lembur.,2024
2024-02-14,@buabletea gapilih komeng musuhan,2024
2024-03-30,Laskar Pembancuh Simen @banglasiapondan @Deviltengil @dhianadia_razak @giveawaykantry @iLevanss @imacatluv @Kurakirikanan95 @malaydeshh #nkrihargamati #pancasila #bhinnekatunggalika #bangladon #indondesh #banglanesia #kepulauanindia #indianislands https://t.co/EnFRi8Baqz,2024
2024-01-26,@lapissleggit @JISG3106 makasih ol rekomendasinyaa,2024
2024-03-28,@jgnio_ @moonareaas gak salah?,2024
2024-02-11,Tp asli sih dr iq sama battle iq itachi sama shisui terlalu mantap coy sejarahnya madara sm hashirama menarik bet,2024
2024-02-04,@AdityasArifian1 @convomfs Yaelah Jawir lu siapa sok ngatur idiot,2024
2024-03-30,@atdmrp Tapi Kucing jawir lebih pinter timbang kucing bule lur.,2024
2024-03-31,@kdrama_menfess Dah tua masih ganjen cewe,2024
2024-03-26,@MashiroJunalx Jawir kabeh,2024
2024-02-28,@favvvcyy @unnesmenfess Mbanya ada ngeshare kontaknya tidak?,2024
2024-02-11,@_aulove @ulniverse @achmad9909 @quarantineworks @BosPurwa @msaid_didu Seingatku ya (koreksi kalo salah) Datang awal bareng ama petugas kpps menjadi saksi pembukaan alat² tps terutama dokumen surat suara Mengawasi dan menyaksikan jalannya pencoblosan (kadang bisa ditinggal sebentar buat nyoblos di TPS yang sudah ditunjuk) Pas mau penutupan...,2024
2024-03-31,Tengoklah org Islam indognesial ni tak tahu halal haram. Mmg patutlah org Melayu Malaysia Singapore dsn Brunei pandang serong kt diorang ni. Taktau halal haram @banglasiapondan @Deviltengil @dhianadia_razak @giveawaykantry @iLevanss @imacatluv @Kurakirikanan95 @malaydeshh https://t.co/0zXuOm1paW,2024
2024-03-18,@sotcheby cewe jawir???,2024
2024-02-29,2 hari lagi sebelum semua benar benar usai. Sekian presentasi dari kelompok kami ada pertanyaan?,2024
2024-02-24,@A_ChristyJKT48 Wkwkwkwkwk,2024
2024-02-26,@cupacimunyenyo Kakak gw jawir kriting bisa tu s2 ndek busan egk perlu masukin ati soal looks yg penting isiny,2024
2024-02-16,Buat yang mau penjelasan lebih komprehensif dari ahlinya wkwkwkwkw. https://t.co/1lQImJsNdg,2024
2024-02-14,@clonedip angkhuuutttt,2024
2024-05-31,@diantaratitik @kompascom Blm liat bule nya kaya apa di kantor polisi?,2024
2024-06-02,@rranggerbirru Wkwkwk benerrr Kaya bule bule di pantai,2024
2024-06-01,Tied denna bih,2024
2024-02-27,@unnesmenfess Gada kalungnya telinganya jamuran kah? Keknya diliarin ga si? Di GG sini aku ngeliat kucing ras diliarin ga sekali dua kali.. kasihan si,2024
2024-02-19,@ak03l @Vickyone777 @Paskalises17 @ilhampurnama887 Saya bukan jawir,2024
2024-03-25,sumpah ini mata ga bisa tidur mana nnti harus pergi pagi2,2024
2024-05-04,hamstring tai pedut memek angsa,2024
2024-02-21,@jawir_solo Kalo masyarakat kita tdk merubah mindset nya sampai kapanpun Indonesia tetap gak akan maju,2024
2024-03-30,Sesuai twit ku sebelumnya.,2024
2024-02-04,@convomfs Mas mas jawir macam pacar akoh,2024
2024-03-25,@jawir_ncuk Sini tindih aku,2024
2024-01-21,@jellypastaa Hitam legam asli ayam jawir dari ngawi,2024
